,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,defaultPayment
20986,1,2,1,45,1,2,2,2,2,2,14728,18009,1600,2000,1600,800,0,1600,1
20987,1,1,2,29,-1,2,-1,2,-1,-1,14479,3093,70,19136,64,6314,3107,3494,0
20988,1,2,2,41,0,0,0,0,0,0,226047,219313,10000,11000,10300,7700,8000,8100,0
20989,1,1,1,40,-2,-2,-2,-2,-2,-2,169,2997,2018,3605,2681,2673,3012,2583,0
20990,1,1,2,31,1,2,2,2,2,2,172505,181637,0,16000,6000,0,15000,7000,0
20991,1,3,1,38,2,2,2,2,2,2,122157,0,12301,16,5812,218,0,0,1
20992,1,1,2,44,2,2,2,2,2,2,282944,299400,12000,12500,11000,11000,0,27000,1
20993,1,1,1,47,1,2,2,0,0,0,198663,145683,8013,13,8684,5500,7437,4600,1
20994,1,2,1,40,0,0,0,0,0,0,71578,73087,3007,5012,3119,3007,3110,3101,0
20995,1,2,1,49,1,2,2,0,0,0,50435,19278,2400,0,2300,1000,1000,1000,1
20996,1,2,2,38,2,2,2,2,2,0,177917,180826,8000,8000,6500,0,7000,6500,0
20997,1,2,1,38,0,0,0,0,0,-1,40356,994,1631,1432,1000,520,1097,2236,0
20998,1,2,1,32,-1,-1,0,0,-1,-1,80,389,90001,3935,3759,390,390,390,0
20999,1,3,1,40,-1,-1,-1,-1,-1,-1,1261,390,2522,170,1261,390,390,390,0
21000,1,2,1,36,1,-1,-1,-1,0,0,0,0,780,0,1170,0,0,0,0
21001,1,3,1,40,2,0,0,0,0,0,178220,192023,10000,9000,8000,6738,6974,7600,1
21002,1,2,1,37,0,0,0,0,0,0,128602,15797,3203,6015,5055,2011,4078,4522,0
21003,1,2,2,32,2,0,0,0,-2,-2,160106,0,7600,4000,0,0,0,0,1
21004,1,2,2,32,2,0,0,0,0,2,79237,72928,3000,4005,2500,10000,0,5000,1
21005,1,1,2,45,0,0,0,0,0,0,14027,6327,5006,3024,2017,173,1002,3197,0
21006,1,4,1,28,0,0,0,-2,-2,-2,9278,0,1400,0,0,0,0,0,0
21007,1,2,1,47,-1,-1,0,0,0,0,42114,88071,235728,10000,5210,4009,3186,55152,1
21008,1,3,2,41,-1,-1,-1,-1,-1,-1,866,5556,29687,30000,0,20009,10000,10000,0
21009,1,2,1,38,0,0,0,0,0,0,46509,27318,2000,2000,2000,944,1118,1000,0
21010,1,2,1,42,0,0,0,-1,0,0,1345,19166,1000,0,18700,663,700,820,0
21011,1,2,2,41,0,0,0,0,0,0,50516,19916,2721,1750,1200,1000,1000,1000,0
21012,1,3,2,43,3,2,2,2,2,2,2500,2500,0,0,0,0,0,0,1
21013,1,3,2,38,2,2,0,0,0,0,114726,97413,20,4544,3200,3500,3585,2519,1
21014,1,2,2,41,0,0,0,0,0,0,131762,14802,3466,2781,1702,602,492,515,1
21015,1,2,2,32,-1,2,2,-1,-1,-2,780,0,0,0,780,0,0,0,1
21016,1,1,2,33,2,2,2,0,0,0,146129,111615,15000,4000,8000,4000,4000,4000,1
21017,1,2,2,32,1,2,2,0,0,0,48793,45928,2500,0,1800,2000,2000,2000,1
21018,1,2,2,46,0,0,0,0,0,0,8866,0,1143,1218,1000,372,0,0,0
21019,1,2,2,35,0,0,0,0,0,0,87750,98906,3000,3000,3000,4000,4000,5000,0
21020,1,1,2,38,-2,-2,-2,-2,-2,-2,12325,6392,14123,38722,5235,4710,6392,12576,0
21021,1,1,1,37,-2,-2,-2,-2,-2,-2,1464,1880,1742,3267,800,2458,1880,2414,0
21022,1,1,2,34,-1,-1,-2,-2,-1,-1,3253,2010,4005,326,2323,4264,2028,1857,0
21023,1,3,1,43,0,0,0,0,0,0,27620,31940,1767,1799,1510,1119,1169,2000,1
21024,1,2,1,34,0,0,0,0,0,0,106053,98277,3547,3580,13000,7000,6000,7000,0
21025,1,1,2,36,-2,-2,-2,-2,-2,-2,11464,4861,1879,6909,8587,880,4861,3212,0
21026,1,2,1,41,0,0,0,0,-2,-2,49999,0,2263,2400,0,0,0,0,0
21027,1,2,1,39,2,3,2,0,0,0,17150,20008,0,1000,1592,1055,2421,0,1
21028,1,2,1,39,0,0,0,0,0,0,16621,18893,1200,10000,1301,662,700,1000,0
21029,1,3,1,35,0,0,0,0,0,0,50500,29200,2000,2200,1968,1106,1040,1069,1
21030,1,2,1,39,-1,2,-1,-1,0,0,7831,5795,8,5806,7667,95,5804,4721,0
21031,1,2,2,36,4,3,2,0,0,0,51689,29276,3,0,2183,2695,29276,4,0
21032,1,3,2,38,1,-2,-2,-1,0,0,0,0,0,0,700,0,0,0,0
21033,1,2,1,36,3,2,2,2,2,2,17500,19582,0,2921,0,1702,0,1594,1
21034,1,2,2,36,-2,-2,-2,-2,-2,-2,3245,-1,1864,2590,8039,2984,0,381,0
21035,1,1,2,46,0,0,0,0,0,0,49386,29873,2000,2500,2040,2000,1037,2000,0
21036,1,3,2,40,0,0,0,0,2,2,55397,51225,2000,2356,3494,2000,0,1725,0
21037,1,3,1,37,0,0,0,0,0,0,51925,48191,3018,2113,3007,2000,3000,20000,0
21038,1,2,1,42,-1,-1,-1,-1,0,0,795,7336,1921,1534,2961,3001,2024,1000,0
21039,1,3,1,39,0,0,0,0,0,0,93757,47272,4000,2625,2511,1501,1391,1393,1
21040,1,3,1,44,0,0,0,0,0,0,250416,148720,11000,7100,135546,4500,4590,4501,0
21041,1,2,2,47,0,0,0,0,0,0,48017,19834,2488,2800,1610,918,1214,468,0
21042,1,1,1,41,0,0,0,0,0,0,24297,28470,1411,1441,1455,998,1033,1038,0
21043,1,2,2,42,0,0,0,0,0,0,15717,19684,1276,1603,1311,684,860,874,0
21044,1,3,1,41,0,0,0,0,0,0,53497,31858,2510,2509,2031,1507,2032,1521,0
21045,1,3,1,34,-1,-1,0,0,-1,0,5173,5878,10826,3683,5034,5981,2895,3789,0
21046,1,2,1,34,1,-2,-1,2,2,0,0,1133,0,33,0,0,1100,704,1
21047,1,2,2,39,0,0,0,0,0,0,377259,17909,15198,14177,15118,15020,10000,308000,0
21048,1,2,1,38,-1,-1,-1,2,0,0,7798,3415,864,2438,821,1,3110,2206,1
21049,1,2,2,35,2,2,0,0,0,0,427020,188154,0,13932,11771,10187,8013,7014,1
21050,1,2,2,42,2,2,2,2,-1,0,22591,8447,0,3701,554,10026,421,6106,0
21051,1,3,2,41,-2,-2,-2,-2,-2,-2,20950,0,182,3165,0,0,0,94,0
21052,1,2,1,37,2,2,2,2,2,2,60514,65828,3000,2400,2000,3000,2508,0,1
21053,1,2,1,38,-1,-1,-1,-1,-1,-1,326,326,0,2684,0,10652,326,0,0
21054,1,3,2,33,0,0,0,0,0,0,47834,17556,1866,2007,1915,589,1500,1000,0
21055,1,3,2,34,0,0,0,0,0,0,49454,33322,1792,2208,1513,1149,1245,1271,0
21056,1,1,2,34,0,0,2,2,2,2,18185,27686,7100,0,3000,0,2000,0,1
21057,1,2,2,38,4,3,2,2,3,2,99340,99587,0,5500,6700,0,27,2800,1
21058,1,2,1,32,-2,-2,-2,-2,-2,-2,5066,0,6367,2115,5933,4192,0,0,0
21059,1,1,2,34,0,0,2,2,0,0,170352,14960,15206,6000,0,5193,546,1485,1
21060,1,3,2,29,-1,-1,2,-1,-1,-1,820,901,3431,0,1300,936,901,911,0
21061,1,2,2,31,0,0,0,0,0,0,281829,128742,10208,12507,15056,5027,5007,5063,0
21062,1,2,1,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0
21063,1,1,1,36,-1,0,0,0,0,0,170619,118621,6063,8431,6845,4465,4287,4060,0
21064,1,1,2,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0
21065,1,1,1,37,0,0,0,0,0,2,112695,108887,3515,5002,5189,14002,8,4009,0
21066,1,2,1,36,0,0,0,0,0,0,77870,79667,2900,3900,2750,2800,3200,2964,1
21067,1,2,2,31,1,-2,-2,-2,-2,-1,0,1026,0,0,0,0,1026,1026,0
21068,1,1,1,37,-2,-2,-2,-2,-2,-2,916,1902,1133,607,4545,620,1911,4690,0
21069,1,1,1,40,0,0,0,0,0,0,231759,239221,10000,9000,10021,10000,10000,10000,0
21070,1,1,2,34,-1,-1,-1,-1,-1,-1,583,14099,0,2328,192,1638,14169,1122,0
21071,1,1,2,35,0,-1,-1,-1,0,-1,62896,12518,16591,27283,29255,58276,12565,13507,0
21072,1,2,1,44,0,0,0,0,0,0,14202,11837,1500,1585,1500,1000,600,1500,0
21073,1,2,1,37,0,0,0,0,0,0,367670,227869,13200,13006,11500,9000,10000,8000,1
21074,1,1,1,48,-1,-1,-1,-1,-1,0,325,1100,1260,325,1000,1100,0,0,0
21075,1,1,1,43,0,-1,-1,-1,-2,-2,38324,0,3390,3638,0,0,0,0,0
21076,1,1,1,46,1,2,2,2,2,2,189724,199689,8000,8500,8000,7500,0,6622,1
21077,1,1,2,36,1,2,0,0,0,0,314318,211351,0,13500,14500,10000,9000,12000,0
21078,1,2,2,34,0,0,2,0,0,0,46413,14301,4729,86,2198,1198,600,1000,0
21079,1,2,1,34,0,0,0,0,0,0,186189,69741,6203,5704,2411,2412,3100,3600,1
21080,1,2,2,41,-1,0,0,0,0,0,23216,1953,10014,1602,1017,332,9,3626,0
21081,1,1,2,41,-2,-2,-2,-2,-2,-2,-317,1269,63752,700,0,638,1275,421,0
21082,1,1,1,44,0,0,0,2,0,0,90547,103874,3500,5500,4000,5000,5000,5000,0
21083,1,1,1,43,0,-1,-1,-1,0,0,30769,42239,13952,864,124037,1679,1163,1126,0
21084,1,1,1,44,-1,-1,-1,-1,-1,-1,1329,4839,4526,11911,14425,7063,4839,6271,0
21085,1,1,1,36,-1,-1,-1,-1,-1,-1,8517,12510,6765,6076,14972,5512,12570,9215,0
21086,1,2,2,42,0,0,0,-1,0,0,78291,30233,3000,1405,60941,1056,2100,1101,0
21087,1,2,1,38,0,0,0,0,0,0,365427,361201,14008,17000,13070,15000,13000,14000,0
21088,1,4,2,37,0,0,0,0,-1,0,36712,12500,1596,1006,0,17000,2000,780,0
21089,1,2,1,40,0,0,0,0,0,-2,74985,0,3400,1600,1700,0,0,0,0
21090,1,3,2,40,-1,-1,-1,0,0,0,2569,5401,316,4919,1000,110,1025,2684,0
21091,1,1,1,36,-1,-1,-1,0,0,0,4585,29339,33485,16254,100551,12077,20182,21104,0
21092,1,4,1,42,0,0,0,0,0,0,204017,191829,8000,7100,200140,6500,6000,6500,0
21093,1,3,2,38,-2,-2,-2,-2,-2,-2,37693,8118,3507,5960,39507,11838,8158,8509,0
21094,1,2,1,36,0,0,0,-2,-1,0,5440,43094,2000,0,0,87000,1566,1830,0
21095,1,1,1,40,0,0,2,0,0,0,95972,160076,30027,0,50005,20042,20000,20000,0
21096,1,2,2,37,0,0,0,0,0,0,112091,60936,4625,3112,2467,2182,2190,2182,0
21097,1,1,1,42,2,2,2,2,2,2,168289,184048,8000,7500,7000,6600,7000,7100,0
21098,1,1,2,34,1,2,0,0,2,0,20979,17343,0,4000,2000,0,2000,2000,0
21099,1,1,1,31,-1,-1,-1,-1,-1,-1,1216,416,416,416,416,416,416,566,0
21100,1,1,1,47,0,0,0,0,0,0,54799,57598,5000,5000,3000,3000,3000,3000,0
21101,1,3,2,34,0,0,2,0,0,-2,6569,0,2449,0,1000,0,0,0,0
21102,1,2,2,40,1,2,2,0,0,0,193773,138104,7350,261,6206,5006,9406,6,1
21103,1,2,1,45,0,0,0,0,0,0,34905,35902,1600,2000,1703,1600,1400,10350,0
21104,1,2,2,45,1,-2,-1,-1,-1,-1,0,16191,0,7304,3076,0,16191,277,0
21105,1,2,1,45,3,2,2,2,0,0,12751,9508,0,2955,0,436,423,341,1
21106,1,3,1,45,0,0,0,0,0,0,55385,38690,2019,2031,2013,2016,2002,3000,0
21107,1,2,1,39,2,0,0,0,0,2,18557,23766,1700,1700,1800,3100,0,565,1
21108,1,1,1,36,0,0,0,0,0,0,18958,0,1500,2000,1200,413,0,0,1
21109,1,2,1,33,2,0,0,0,0,0,17999,0,1700,3243,1200,254,0,0,1
21110,1,2,1,35,0,0,0,0,0,0,274599,200098,11500,12000,12873,13020,8800,5650,1
21111,1,3,1,36,-2,-2,-2,-2,-2,-2,326,652,326,326,326,326,652,0,0
21112,1,2,1,38,1,2,0,0,0,0,296437,180887,25,10013,9526,6549,6373,6781,0
21113,1,2,1,39,-2,-2,-2,-2,-2,-2,3074,-9415,9203,0,0,0,0,8000,0
21114,1,1,1,49,0,0,0,0,0,0,376186,407809,20000,18000,15000,15000,14000,13000,0
21115,1,2,2,47,0,0,0,0,0,0,190211,249412,8239,8902,213103,9036,10022,9027,0
21116,1,1,2,36,-1,2,-1,-1,-1,-1,792,546,0,396,396,396,546,396,0
21117,1,1,1,44,-2,-2,-2,-2,-2,-2,188,342,1610,1088,7870,5988,342,7159,1
21118,1,2,1,39,-1,0,-1,-1,0,0,22219,3690,7573,4913,14415,6930,709,104259,0
21119,1,1,1,40,0,0,2,2,-1,2,4024,3286,3000,0,0,4700,0,3000,1
21120,1,1,2,47,2,2,0,0,0,2,26413,30399,0,1445,1500,1500,2200,0,0
21121,1,2,2,31,0,0,0,0,0,0,8024,13312,1610,2500,1600,711,700,700,0
21122,1,2,1,38,0,0,0,0,0,0,67061,121892,10045,10008,10019,10202,70001,10030,0
21123,1,2,2,34,-2,-2,-2,-2,-2,-2,2184,2927,1445,2424,4584,5610,2927,1298,0
21124,1,2,1,36,0,0,0,0,0,0,4761,12472,1110,2000,2500,1000,2472,1000,0
21125,1,2,3,40,2,0,0,0,0,2,2922,6225,1000,1090,1175,600,0,1000,0
21126,1,1,1,38,-1,-1,-1,-1,-1,-2,475,-2,0,5018,505,0,0,553,0
21127,1,1,1,41,-1,-1,2,2,-1,2,390,2500,780,0,0,3280,0,0,0
21128,1,1,1,34,0,0,0,0,0,0,124486,82793,3563,3385,4074,2592,2696,3569,0
21129,1,2,1,37,1,2,0,0,0,0,211808,223920,2000,9600,8500,6500,6500,7520,0
21130,1,1,2,41,0,0,0,0,0,0,31452,36366,1527,1564,2000,1426,1320,1333,1
21131,1,2,2,38,0,0,0,0,0,0,176579,179477,6589,7074,7870,7028,6768,5906,1
21132,1,1,2,35,-2,-2,-2,-2,-2,-2,5925,14389,11194,21193,5094,9563,14403,5233,0
21133,1,3,1,48,-2,-2,-1,0,0,0,0,7078,0,2128,2000,2000,2000,1500,1
21134,1,1,2,33,-1,-1,-1,0,0,0,21189,53151,4258,32120,34000,5037,0,13855,0
21135,1,3,2,34,0,0,0,0,0,0,334628,255303,16040,14000,11000,9200,10000,9500,1
21136,1,1,2,48,0,0,0,0,0,0,112789,113477,5000,6624,5200,3826,3363,3398,0
21137,1,1,1,39,-2,-2,-2,-2,-2,-2,8852,6147,5585,2015,15854,2709,6178,16961,0
21138,1,2,1,41,0,0,0,0,0,0,9632,15425,1208,3234,1245,600,600,600,0
21139,1,1,1,35,-1,-1,-1,-1,-2,-1,205,635,0,775,0,0,635,0,0
21140,1,3,2,35,0,0,0,0,0,0,275659,88321,10932,12011,10807,4306,4023,5387,0
21141,1,2,2,36,0,0,0,0,0,0,149931,149949,5500,5513,5200,5200,5400,6000,0
21142,1,1,2,36,0,0,0,0,0,0,45010,27627,1919,1789,1442,967,1003,1030,0
21143,1,2,1,36,0,0,0,0,0,0,37129,28907,1602,1989,1782,1169,1196,1152,1
21144,1,3,1,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,1
21145,1,2,1,45,0,0,0,0,0,0,197600,147834,10265,6061,7048,5016,10294,5136,0
21146,1,2,2,35,0,0,0,2,2,-2,21708,0,1542,3026,0,0,0,0,1
21147,1,2,1,42,1,-2,-2,-2,-2,-2,-52,-52,0,0,0,0,0,1000,1
21148,1,2,1,39,0,0,0,0,0,0,136032,132035,5400,5000,6000,4700,5000,5400,0
21149,1,2,2,39,0,0,0,0,0,0,273651,261691,11128,11234,11002,10000,10000,10000,0
21150,1,3,2,44,0,0,0,0,0,0,102274,74659,3734,3653,2914,2627,2624,4138,0
21151,1,1,2,42,-1,-1,-1,-1,-1,-1,836,836,836,836,836,836,836,836,0
21152,1,2,1,48,0,0,0,0,0,0,92806,48652,5000,4087,64142,2038,1763,2500,0
21153,1,1,1,38,0,0,0,0,0,0,18924,35688,3000,3000,8000,1900,4000,1600,0
21154,1,1,2,41,0,0,0,0,0,0,345075,30478,10000,4000,3500,978,1500,3500,0
21155,1,1,2,45,-1,-1,-1,-1,-1,-2,287,-40,29794,9297,18954,0,0,0,0
21156,1,1,1,37,2,-1,-1,-1,-2,-1,1405,2949,1549,1504,0,0,2949,2838,0
21157,1,1,1,36,2,0,0,0,0,0,170953,171003,546,1002,795,795,1003,998,0
21158,1,2,2,39,0,0,0,0,0,0,119466,131660,4500,6000,6100,5500,4900,5500,0
21159,1,2,2,36,0,0,0,0,0,-1,32263,1910,3000,1305,1637,350,1910,0,0
21160,1,2,1,44,-1,-1,-1,-1,-1,-2,11506,0,975,1186,2287,0,0,2580,0
21161,1,3,2,34,0,0,0,0,0,0,74012,40744,4600,4300,2700,1500,1400,2000,0
21162,1,3,2,35,0,0,0,0,0,0,16958,11433,1699,1600,2000,1000,1500,1000,0
21163,1,1,2,34,-1,-1,-1,-1,-1,-1,4400,3395,3018,3772,5254,2098,3403,215,0
21164,1,2,2,36,-1,-1,-1,-1,0,0,182,2458,1407,0,2458,0,0,0,0
21165,1,1,1,38,3,2,2,-2,-2,-2,2500,0,0,0,0,0,0,0,1
21166,1,1,2,31,3,2,2,0,0,-1,125086,389,4967,65,1346,5051,8601,4435,1
21167,1,1,1,44,-1,-1,-1,-1,-1,-1,634,0,144,213,2133,3086,0,930,0
21168,1,2,1,45,0,0,2,0,0,0,112987,49373,7000,4000,2975,22000,1726,6000,1
21169,1,1,1,49,0,0,0,2,0,0,20604,24630,1359,3280,0,1000,750,681,0
21170,1,1,2,42,0,0,0,0,0,0,166708,99905,4000,4000,5000,7500,4000,5000,0
21171,1,2,2,44,0,0,0,0,0,0,49699,29992,2300,1487,21704,3000,15000,18300,0
21172,1,4,2,40,0,0,0,0,0,0,178069,96385,6496,8214,6621,3400,3541,6000,0
21173,1,3,2,47,1,-1,-1,-1,-1,-1,-18,9562,6408,8840,9954,14285,9584,26023,0
21174,1,1,1,40,-1,-1,-2,-2,-2,-2,4950,-337,0,0,0,0,0,2000,0
21175,1,1,1,33,0,0,2,2,2,3,21107,26069,3400,0,2000,3000,0,0,0
21176,1,2,1,45,0,0,0,0,0,0,130950,119536,6000,6000,6000,5000,4200,3862,0
21177,1,3,2,31,0,0,0,0,0,0,80928,89176,4000,4000,4100,3300,3500,3500,0
21178,1,2,3,49,0,0,0,0,0,0,16336,19197,1294,2316,1256,1000,1000,800,1
21179,1,3,2,32,-1,-1,-1,-1,-1,0,326,351,326,326,326,677,0,514,0
21180,1,1,1,46,0,0,0,0,0,0,178517,57608,5000,7000,5200,2000,2060,2000,0
21181,1,2,2,36,1,2,2,2,2,2,19649,21941,1500,0,2531,1000,0,2000,1
21182,1,1,1,37,0,0,0,0,0,0,16750,5120,1100,1500,1500,1000,2000,4000,0
21183,1,2,2,43,-1,0,0,0,0,0,6768,27671,10015,3018,10002,10007,5018,3438,0
21184,1,2,1,35,0,0,0,0,0,0,135227,96884,5304,5033,4000,5017,5041,4003,0
21185,1,3,1,30,0,0,0,2,0,0,67730,56066,3000,6006,0,1900,2000,2000,0
21186,1,1,2,32,0,0,0,0,0,0,55773,51242,3028,3023,3000,3000,3000,38662,0
21187,1,1,1,35,-1,-1,-1,-1,-1,-1,3888,34847,14782,2544,10715,1566,34865,7273,0
21188,1,2,1,39,0,0,0,0,0,0,103566,92123,3969,3823,3836,3345,9116,0,1
21189,1,1,1,46,-2,-2,-2,-2,-2,-2,8756,640,1237,11912,4922,766,640,6171,0
21190,1,2,2,36,0,0,0,0,0,0,15061,20596,10000,16000,6000,314,10000,7000,0
21191,1,1,2,35,0,0,0,0,0,0,41327,44164,20059,13043,40528,10157,12068,8060,0
21192,1,2,1,41,-2,-2,-2,-2,-2,-2,188,3933,188,188,1708,1783,3933,10754,0
21193,1,2,1,46,-1,-1,0,-1,-1,-1,390,477,3505,2695,3480,2949,477,1753,0
21194,1,2,2,36,0,0,0,0,-2,-2,193097,0,10000,10000,0,0,0,0,0
21195,1,2,1,38,0,0,0,0,0,2,5705,9101,1266,1287,1296,945,0,481,1
21196,1,2,1,35,0,0,0,0,0,0,170413,179291,5976,6158,6247,6276,6562,7769,0
21197,1,2,1,31,0,0,0,0,0,0,18764,19990,1610,1488,1600,400,400,400,0
21198,1,2,2,31,3,2,2,3,3,2,300,150,0,0,0,0,0,1000,1
21199,1,3,2,32,0,0,0,0,0,0,150201,29818,5039,4030,1500,706,1000,0,0
21200,1,1,2,31,-2,-2,-1,0,0,0,2930,35239,466,4171,22137,20000,12198,0,0
21201,1,2,2,30,3,2,3,3,5,4,15556,21265,2000,2000,3000,0,2000,0,0
21202,1,1,2,48,0,0,0,0,0,0,102771,29206,4843,2608,2005,1180,1100,1234,0
21203,1,1,1,43,2,-1,-1,-2,-1,-1,3956,3052,3081,0,0,2236,3052,3159,1
21204,1,1,1,45,-1,-1,-1,-1,0,-1,2369,2804,1367,8570,5625,0,2804,2473,0
21205,1,2,1,40,0,0,0,0,0,0,172935,21514,35749,3016,1201,601,2002,1020,0
21206,1,1,1,44,1,2,2,2,0,0,14960,10074,0,3116,0,1000,2000,0,1
21207,1,2,3,32,-2,-2,-2,-2,-2,-2,10591,0,326,56663,11013,7091,0,0,0
21208,1,1,1,37,1,-1,-1,-1,0,0,271115,18524,15873,16205,21976,50000,7000,21769,0
21209,1,2,2,38,-1,-1,-1,-1,-1,-1,2395,8420,29658,23938,8220,0,8420,0,0
21210,1,2,2,38,0,0,0,0,0,0,46005,37495,1266,1298,1285,650,825,1582,0
21211,1,2,1,45,0,0,0,0,0,0,142001,38765,5084,6399,5000,2000,1615,2000,0
21212,1,1,2,40,2,2,2,0,0,2,15563,18804,2000,0,1289,2100,0,2000,0
21213,1,3,2,33,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0
21214,1,2,2,41,0,0,0,0,0,0,80920,45362,3500,4000,3900,2000,2000,1500,0
21215,1,1,2,44,0,0,0,0,2,0,72763,80895,3905,4025,4924,2381,2926,3108,0
21216,1,2,2,36,0,0,0,0,0,0,123474,105958,4409,4505,4100,3800,4000,3900,1
21217,1,2,2,37,2,2,2,2,0,0,72034,67519,7300,3200,0,3000,5400,5000,1
21218,1,2,2,34,0,0,0,0,0,0,144953,0,6000,5950,5128,3500,0,0,0
21219,1,2,2,49,0,0,0,0,0,0,41638,13348,2000,2000,2500,1000,2000,1014,0
21220,1,2,1,41,2,2,2,2,2,2,1075,563,11000,980,0,563,0,413,0
21221,1,1,2,38,1,2,2,2,2,2,67046,70503,3100,2500,3000,3000,0,2800,1
21222,1,2,2,33,-2,-2,-2,-2,-2,-2,0,0,935,1490,0,3938,1160,0,0
21223,1,2,2,34,0,0,2,0,-1,-1,77846,73512,5700,0,2000,20172,73512,3000,0
21224,1,2,1,47,0,0,2,2,3,2,34664,39354,3524,0,4898,0,0,1800,0
21225,1,2,1,38,1,2,2,0,0,0,4437,9229,1150,1000,2000,1000,500,500,0
21226,1,2,1,33,0,0,0,0,0,-1,26597,134584,3357,3010,2000,2044,131438,4504,0
21227,1,1,1,41,0,0,0,0,0,0,396975,321787,30000,20000,20000,50000,30000,43312,0
21228,1,2,2,49,0,0,0,0,-1,-1,19111,0,1286,1328,1000,1500,0,0,0
21229,1,1,1,37,1,-2,-1,-1,0,0,0,1196,0,250,4188,0,0,0,0
21230,1,1,2,32,0,0,0,0,0,0,49571,48748,1773,2110,2324,2000,1920,2000,0
21231,1,1,1,44,-1,-1,-1,-1,-1,0,4825,4445,3018,6201,3386,7299,1166,5,0
21232,1,1,1,49,-1,-1,2,2,-2,-2,1092,-434,1733,0,0,0,0,0,1
21233,1,3,2,33,1,-1,-1,-1,-2,-2,0,0,3495,765,0,0,0,0,0
21234,1,2,2,34,0,0,0,0,0,0,50281,58272,2000,3500,3000,2500,2500,2500,0
21235,1,1,2,36,2,2,2,-2,-2,-2,167094,-46627,5068,9,0,0,0,0,1
21236,1,3,1,48,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0
21237,1,2,2,35,0,0,0,0,0,0,90972,104929,4000,4000,5000,5000,5000,3400,0
21238,1,1,2,43,-1,-1,-1,-1,-1,-1,59,0,4465,300,966,1730,0,969,0
21239,1,4,1,37,0,0,0,0,0,0,452600,70045,16025,14407,3512,3506,2512,125020,1
21240,1,1,2,39,3,2,0,0,0,0,235799,98502,13,4276,3716,3600,3604,105642,0
21241,1,3,1,45,0,0,2,0,0,0,8133,13128,3000,0,1200,1000,1000,1000,1
21242,1,1,1,48,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0
21243,1,2,1,48,0,-1,0,0,0,0,6450,151618,189717,7779,6092,5018,6168,1218,0
21244,1,1,1,44,-1,-1,-1,2,-1,0,3893,3561,54946,8433,13,6049,17,4980,0
21245,1,3,2,37,0,0,0,0,0,0,22629,17997,5002,5003,7983,10000,10103,10106,0
21246,1,2,2,37,2,2,2,2,2,2,24927,29995,3185,0,3000,1300,600,2000,1
21247,1,1,1,35,0,0,0,2,-1,2,15193,2233,5197,3000,0,2500,0,5000,0
21248,1,3,1,45,0,0,-1,-1,0,0,24591,3550,3000,225,3550,0,0,0,0
21249,1,1,1,43,-2,-2,-2,-2,-2,-1,2878,2093,0,850,3990,45406,2093,2090,0
21250,1,2,1,49,0,-1,-1,0,0,0,9983,302528,43418,388126,12500,11000,11000,11180,0
21251,1,1,2,39,-1,-1,-1,-1,-2,-2,2758,0,1448,3740,0,0,0,3942,0
21252,1,2,1,47,-1,-1,-1,-1,-1,-1,40390,12424,9760,9712,11771,4128,12424,8702,0
21253,1,2,1,42,0,0,0,0,0,0,162880,115778,8000,6107,6000,4500,4500,4500,0
21254,1,2,2,38,0,0,0,0,0,0,95925,69391,4000,4000,3500,2500,2290,2060,0
21255,1,3,2,51,0,0,0,0,0,2,24070,29408,2000,1800,1300,2400,1000,1000,0
21256,1,2,1,54,0,0,0,0,-2,-2,41190,-7741,2138,5101,19,6,11,1,0
21257,1,3,1,50,0,0,0,0,0,2,254893,290235,9316,9637,9765,10021,20300,10023,0
21258,1,1,1,50,-1,-1,-1,-2,-1,-1,35117,26293,11051,116904,54762,43705,26293,13011,0
21259,1,1,1,50,1,-2,-2,-2,-2,-1,0,484,0,0,0,0,484,0,0
21260,1,3,1,52,0,0,0,0,0,0,28541,12235,1502,2002,1025,1230,1042,0,0
21261,1,3,1,51,0,0,0,0,0,-2,13386,0,1218,1453,1525,0,0,0,0
21262,1,3,1,56,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,1
21263,1,3,3,55,0,0,0,0,0,0,23498,17420,1336,1348,1257,639,622,638,0
21264,1,2,1,50,0,0,0,0,0,0,47053,14428,1200,1206,1300,1000,600,530,1
21265,1,2,1,50,0,0,2,2,2,2,14123,17703,3200,1300,0,1500,0,1200,0
21266,1,3,1,52,2,2,2,2,-2,-2,8145,0,2474,0,0,0,0,0,1
21267,1,2,1,51,0,0,0,0,0,0,98588,109062,3592,3719,3798,3821,3949,3976,1
21268,1,3,2,52,0,0,0,2,0,0,56327,57188,2700,3300,2044,2100,2000,2266,0
21269,1,2,2,52,0,0,0,0,0,0,86826,87521,4000,3505,3962,2909,3107,3127,0
